%time,field.layout.data_offset,field.data0,field.data1
1659956528004527777,0,0.0,0.0
1659956528014502561,0,0.0,0.0
1659956528029496383,0,0.0,0.0
1659956528034651194,0,0.0,0.0
1659956528045481861,0,0.0,0.0
1659956528054841461,0,0.0,0.0
1659956528065069726,0,0.0,0.0
1659956528074926488,0,0.0,0.0
1659956528084665917,0,0.0,0.0
1659956528094627023,0,0.0,0.0
1659956528104716174,0,0.0,0.0
1659956528114580941,0,0.0,0.0
1659956528124787774,0,0.0,0.0
1659956528139021724,0,0.0,0.0
1659956528159342055,0,0.0,0.0
1659956528174984018,0,0.0,0.0
1659956528175033376,0,0.0,0.0
1659956528176879650,0,0.0,0.0
1659956528186029214,0,0.0,0.0
1659956528194695576,0,0.0,0.0
1659956528204768695,0,0.0,0.0
1659956528214762738,0,0.0,0.0
1659956528224517946,0,0.0,0.0
1659956528235539804,0,0.0,0.0
1659956528244594717,0,0.0,0.0
1659956528254803484,0,0.0,0.0
1659956528265434726,0,0.0,0.0
1659956528276768302,0,0.0,0.0
1659956528284643009,0,0.0,0.0
1659956528294631944,0,0.0,0.0
1659956528304789439,0,0.0,0.0
1659956528315229031,0,0.0,0.0
1659956528324744686,0,0.0,0.0
1659956528336498339,0,0.0,0.0
1659956528345027249,0,0.0,0.0
1659956528354712874,0,0.0,0.0
1659956528364798907,0,0.0,0.0
1659956528374640556,0,0.0,0.0
1659956528384714692,0,0.0,0.0
1659956528394870778,0,0.0,0.0
1659956528404794008,0,0.0,0.0
1659956528414607993,0,0.0,0.0
1659956528424754622,0,0.0,0.0
1659956528442828653,0,0.0,0.0
1659956528447977461,0,0.0,0.0
1659956528456057648,0,0.0,0.0
1659956528464857233,0,0.0,0.0
1659956528475375008,0,0.0,0.0
1659956528485121387,0,0.0,0.0
1659956528494693339,0,0.0,0.0
1659956528504864624,0,0.0,0.0
1659956528514793033,0,0.0,0.0
1659956528526094862,0,0.0,0.0
1659956528540980332,0,0.0,0.0
1659956528547408997,0,0.0,0.0
1659956528554917317,0,0.0,0.0
1659956528564707982,0,0.0,0.0
1659956528577640386,0,0.0,0.0
1659956528584837645,0,0.0,0.0
1659956528594266957,0,0.0,0.0
1659956528605488022,0,0.0,0.0
1659956528614622572,0,0.0,0.0
1659956528624791338,0,0.0,0.0
1659956528634616280,0,0.0,0.0
1659956528644830756,0,0.0,0.0
1659956528655960994,0,0.0,0.0
1659956528664750371,0,0.0,0.0
1659956528674824153,0,0.0,0.0
1659956528686565353,0,0.0,0.0
1659956528694706351,0,0.0,0.0
1659956528704617731,0,0.0,0.0
1659956528714705949,0,0.0,0.0
1659956528724800499,0,0.0,0.0
1659956528735167314,0,0.0,0.0
1659956528747914392,0,0.0,0.0
1659956528754941057,0,0.0,0.0
1659956528765403018,0,0.0,0.0
1659956528775445615,0,0.0,0.0
1659956528787802969,0,0.0,0.0
1659956528794736620,0,0.0,0.0
1659956528804826154,0,0.0,0.0
1659956528814744224,0,0.0,0.0
1659956528824851514,0,0.0,0.0
1659956528835462939,0,0.0,0.0
1659956528860175582,0,0.0,0.0
1659956528863099592,0,0.0,0.0
1659956528867592594,0,0.0,0.0
1659956528878266446,0,0.0,0.0
1659956528884895724,0,0.0,0.0
1659956528894867549,0,0.0,0.0
1659956528904861809,0,0.0,0.0
1659956528914873378,0,0.0,0.0
1659956528924920475,0,0.0,0.0
1659956528935899755,0,0.0,0.0
1659956528953969984,0,0.0,0.0
1659956528955744108,0,0.0,0.0
1659956528965899991,0,0.0,0.0
1659956528975769874,0,0.0,0.0
1659956528985242490,0,0.0,0.0
1659956528994993496,0,0.0,0.0
1659956529004710571,0,0.0,0.0
1659956529015228383,0,0.0,0.0
1659956529024990123,0,0.0,0.0
1659956529034982195,0,0.0,0.0
1659956529044877072,0,0.0,0.0
1659956529055299165,0,0.0,0.0
1659956529064862145,0,0.0,0.0
1659956529074891370,0,0.0,0.0
1659956529086489320,0,0.0,0.0
1659956529095612525,0,0.0,0.0
1659956529105307544,0,0.0,0.0
1659956529115093310,0,0.0,0.0
1659956529126907353,0,0.0,0.0
1659956529135641770,0,0.0,0.0
1659956529145403277,0,0.0,0.0
1659956529163929638,0,0.0,0.0
1659956529165688921,0,0.0,0.0
1659956529174881458,0,0.0,0.0
1659956529184778892,0,0.0,0.0
1659956529196198947,0,0.0,0.0
1659956529204804239,0,0.0,0.0
1659956529214727365,0,0.0,0.0
1659956529224809414,0,0.0,0.0
1659956529234798939,0,0.0,0.0
1659956529244890238,0,0.0,0.0
1659956529258909972,0,0.0,0.0
1659956529264756127,0,0.0,0.0
1659956529274817605,0,0.0,0.0
1659956529285032255,0,0.0,0.0
1659956529294755608,0,0.0,0.0
1659956529304756721,0,0.0,0.0
1659956529314801911,0,0.0,0.0
1659956529324895289,0,0.0,0.0
1659956529334751986,0,0.0,0.0
1659956529345288126,0,0.0,0.0
1659956529361842474,0,0.0,0.0
1659956529364834967,0,0.0,0.0
1659956529374745327,0,0.0,0.0
1659956529384827546,0,0.0,0.0
1659956529395066905,0,0.0,0.0
1659956529405338869,0,0.0,0.0
1659956529414677397,0,0.0,0.0
1659956529425303588,0,0.0,0.0
1659956529434840337,0,0.0,0.0
1659956529444947157,0,0.0,0.0
1659956529455632845,0,0.0,0.0
1659956529465277345,0,0.0,0.0
1659956529474887160,0,0.0,0.0
1659956529484771921,0,0.0,0.0
1659956529494902970,0,0.0,0.0
1659956529505873340,0,0.0,0.0
1659956529514862267,0,0.0,0.0
1659956529526141914,0,0.0,0.0
1659956529534848260,0,0.0,0.0
1659956529545164556,0,0.0,0.0
1659956529555306887,0,0.0,0.0
1659956529566060093,0,0.0,0.0
1659956529575725965,0,0.0,0.0
1659956529585320106,0,0.0,0.0
1659956529594713251,0,0.0,0.0
1659956529606830963,0,0.0,0.0
1659956529614811975,0,0.0,0.0
1659956529624868627,0,0.0,0.0
1659956529634798546,0,0.0,0.0
1659956529644848635,0,0.0,0.0
1659956529654911172,0,0.0,0.0
1659956529672229880,0,0.0,0.0
1659956529674719002,0,0.0,0.0
1659956529684870037,0,0.0,0.0
1659956529694733623,0,0.0,0.0
1659956529704850674,0,0.0,0.0
1659956529714902616,0,0.0,0.0
1659956529724814221,0,0.0,0.0
1659956529735579591,0,0.0,0.0
1659956529744957225,0,0.0,0.0
1659956529757095789,0,0.0,0.0
1659956529769076735,0,0.0,0.0
1659956529775328148,0,0.0,0.0
1659956529784889319,0,0.0,0.0
1659956529794703245,0,0.0,0.0
1659956529805232066,0,0.0,0.0
1659956529814872541,0,0.0,0.0
1659956529824917090,0,0.0,0.0
1659956529834900132,0,0.0,0.0
1659956529844837957,0,0.0,0.0
1659956529854790349,0,0.0,0.0
1659956529864964993,0,0.0,0.0
1659956529875685553,0,0.0,0.0
1659956529884856347,0,0.0,0.0
1659956529895262565,0,0.0,0.0
1659956529904924882,0,0.0,0.0
1659956529915344011,0,0.0,0.0
1659956529924753169,0,0.0,0.0
1659956529935116056,0,0.0,0.0
1659956529944972703,0,0.0,0.0
1659956529954856280,0,0.0,0.0
1659956529964755389,0,0.0,0.0
1659956529977695788,0,0.0,0.0
1659956529984985296,0,0.0,0.0
1659956529994668388,0,0.0,0.0
1659956530004813009,0,0.0,0.0
1659956530014904337,0,0.0,0.0
1659956530025633327,0,0.0,0.0
1659956530035628848,0,0.0,0.0
1659956530045819533,0,0.0,0.0
1659956530054694698,0,0.0,0.0
1659956530065090659,0,0.0,0.0
1659956530079428259,0,0.0,0.0
1659956530086911099,0,0.0,0.0
1659956530094736726,0,0.0,0.0
1659956530104891574,0,0.0,0.0
1659956530114817275,0,0.0,0.0
1659956530124748252,0,0.0,0.0
1659956530134692673,0,0.0,0.0
1659956530145202277,0,0.0,0.0
1659956530154901561,0,0.0,0.0
1659956530165007743,0,0.0,0.0
1659956530182071872,0,0.0,0.0
1659956530184903999,0,0.0,0.0
1659956530194766153,0,0.0,0.0
1659956530204939713,0,0.0,0.0
1659956530215042653,0,0.0,0.0
1659956530224929518,0,0.0,0.0
1659956530234861680,0,0.0,0.0
1659956530256889861,0,0.0,0.0
1659956530256931691,0,0.0,0.0
1659956530267048547,0,0.0,0.0
1659956530274770294,0,0.0,0.0
1659956530285580478,0,0.0,0.0
1659956530294719667,0,0.0,0.0
1659956530305675176,0,0.0,0.0
1659956530318206365,0,0.0,0.0
1659956530326353250,0,0.0,0.0
1659956530334714954,0,0.0,0.0
1659956530344896934,0,0.0,0.0
1659956530357337414,0,0.0,0.0
1659956530366094615,0,0.0,0.0
1659956530374795548,0,0.0,0.0
1659956530384758980,0,0.0,0.0
1659956530394878539,0,0.0,0.0
1659956530405052597,0,0.0,0.0
1659956530414854262,0,0.0,0.0
