%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
1660199321815380973,0,2.46488094329834,-0.015093858353793621,-2.2079033851623535,0.009999999776482582,-0.00020492218027357012,-0.0008065117872320116,0.0,0.0
1660199321825307246,0,2.4648842811584473,-0.015103471465408802,-2.207920551300049,0.009999999776482582,-0.0001139235682785511,-0.0020735617727041245,0.0,0.0
1660199321835485498,0,2.4648983478546143,-0.01511363685131073,-2.2078726291656494,0.009999999776482582,-1.636472370591946e-05,-0.0005831171874888241,0.0,0.0
1660199321845385677,0,2.464909315109253,-0.015116850845515728,-2.207831382751465,0.009999999776482582,7.840350735932589e-05,0.003466981928795576,0.0,0.0
1660199321855442093,0,2.464914321899414,-0.015114606358110905,-2.2077889442443848,0.009999999776482582,0.00015729798178654164,0.006746703293174505,0.0,0.0
1660199321865303598,0,2.464914560317993,-0.015105838887393475,-2.207792282104492,0.009999999776482582,-1.1730619007721543e-05,0.004483136814087629,0.0,0.0
1660199321875516912,0,2.4649221897125244,-0.015110054984688759,-2.20778226852417,0.009999999776482582,-0.00021108821965754032,0.002814148785546422,0.0,0.0
1660199321885353309,0,2.464914321899414,-0.01511415932327509,-2.2078492641448975,0.009999999776482582,-0.00013392663095146418,-0.0028779557906091213,0.0,0.0
1660199321895489655,0,2.4649224281311035,-0.015119810588657856,-2.2078309059143066,0.009999999776482582,-2.7267244149697945e-05,-0.0020254335831850767,0.0,0.0
1660199321905315772,0,2.4649147987365723,-0.015115655958652496,-2.207866907119751,0.009999999776482582,6.209969433257356e-05,-0.004338805563747883,0.0,0.0
1660199321915412116,0,2.464918613433838,-0.015112409368157387,-2.2078359127044678,0.009999999776482582,0.00015502836322411895,0.00028743897564709187,0.0,0.0
1660199321925372455,0,2.464918851852417,-0.01510582584887743,-2.2078192234039307,0.009999999776482582,-5.063902790425345e-06,0.0007193206110969186,0.0,0.0
1660199321935465913,0,2.4649126529693604,-0.01510622352361679,-2.2078609466552734,0.009999999776482582,-0.00021023585577495396,7.846057269489393e-05,0.0,0.0
1660199321945327806,0,2.4648988246917725,-0.015111556276679039,-2.2079575061798096,0.009999999776482582,-0.00016799685545265675,-0.006139328703284264,0.0,0.0
1660199321955226699,0,2.464900255203247,-0.015114144422113895,-2.2079341411590576,0.009999999776482582,-5.324726225808263e-05,-0.00587804289534688,0.0,0.0
1660199321965262838,0,2.4648995399475098,-0.015108350664377213,-2.2079169750213623,0.009999999776482582,4.836648440686986e-05,-0.003179405350238085,0.0,0.0
1660199321975465748,0,2.464909791946411,-0.015104488469660282,-2.2078702449798584,0.009999999776482582,0.0001477557234466076,0.003939259331673384,0.0,0.0
1660199321985332507,0,2.4649176597595215,-0.01509545836597681,-2.2077908515930176,0.009999999776482582,4.382111001177691e-05,0.007609617430716753,0.0,0.0
