%time,field.layout.data_offset,field.data0,field.data1
1660023536696934706,0,0.0,0.0
1660023536706328437,0,0.0,0.0
1660023536718208523,0,0.0,0.0
1660023536736777323,0,0.0,0.0
1660023536739038203,0,0.0,0.0
1660023536749655964,0,0.0,0.0
1660023536761837975,0,0.0,0.0
1660023536766441972,0,0.0,0.0
1660023536778297156,0,0.0,0.0
1660023536786798537,0,0.0,0.0
1660023536798255101,0,0.0,0.0
1660023536808276055,0,0.0,0.0
1660023536817647925,0,0.0,0.0
1660023536836844167,0,0.0,0.0
1660023536836871060,0,0.0,0.0
1660023536847144249,0,0.0,0.0
1660023536856242134,0,0.0,0.0
1660023536880278210,0,0.0,0.0
1660023536887505541,0,0.0,0.0
1660023536892648255,0,0.0,0.0
1660023536896264217,0,0.0,0.0
1660023536909851042,0,0.0,0.0
1660023536920400056,0,0.0,0.0
1660023536933559550,0,0.0,0.0
1660023536936967354,0,0.0,0.0
1660023536946683725,0,0.0,0.0
1660023536958139609,0,0.0,0.0
1660023536971740126,0,0.0,0.0
1660023536976704093,0,0.0,0.0
1660023536988226239,0,0.0,0.0
1660023536997477112,0,0.0,0.0
1660023537007137744,0,0.0,0.0
1660023537018043819,0,0.0,0.0
1660023537027427311,0,0.0,0.0
1660023537050083577,0,0.0,0.0
1660023537050120933,0,0.0,0.0
1660023537057164721,0,0.0,0.0
1660023537066504760,0,0.0,0.0
1660023537078676501,0,0.0,0.0
1660023537086227800,0,0.0,0.0
1660023537096810685,0,0.0,0.0
1660023537116657731,0,0.0,0.0
1660023537118638739,0,0.0,0.0
1660023537126448749,0,0.0,0.0
1660023537141187711,0,0.0,0.0
1660023537146302147,0,0.0,0.0
1660023537157248799,0,0.0,0.0
1660023537167368461,0,0.0,0.0
1660023537176410019,0,0.0,0.0
1660023537186691274,0,0.0,0.0
1660023537214899755,0,0.0,0.0
1660023537214941117,0,0.0,0.0
1660023537218032329,0,0.0,0.0
1660023537226206160,0,0.0,0.0
1660023537240534344,0,0.0,0.0
1660023537247785992,0,0.0,0.0
1660023537258222824,0,0.0,0.0
1660023537268574767,0,0.0,0.0
1660023537277561037,0,0.0,0.0
1660023537286075556,0,0.0,0.0
1660023537304962634,0,0.0,0.0
1660023537306841840,0,0.0,0.0
1660023537329088984,0,0.0,0.0
1660023537329117408,0,0.0,0.0
1660023537350465390,0,0.0,0.0
1660023537350493258,0,0.0,0.0
1660023537356180770,0,0.0,0.0
1660023537366439403,0,0.0,0.0
