,vx,vy,omega,throttle,steering,dvx,dvy,dr
0,3.494684408012002,1.8035712475477887,7.592325752130646,1.0,1.0,4.199335682517506,15.864879710627282,401.8907792862213
1,0.01,-1.7177057789110102,-7.104257688924754,-0.1,-1.0,-8.563282568741855,-14.760771158470376,-407.7062994891997
