,X,Y,Psi,vx,vy,r,throttle,steering,dvx,dvy,dr
5088,-1.7135403158460245,-0.338992939741983,-1.271225891555666,1.6259510395595551,-0.017591283066062502,-0.23724838962816044,0.1689999997615814,-0.1410000026226043,-0.13070431611029334,0.3679680326670251,-1.3884779327905945
5089,-1.7091253758667777,-0.3544393445245253,-1.2733756155870344,1.6234647323734093,-0.01935791745019061,-0.17586676344737628,0.1689999997615814,-0.1700000017881393,-0.30233929978136515,-0.21482582910237571,7.464113035729775
5090,-1.7046213714951417,-0.3711231327841168,-1.27552221267901,1.629214493885801,-0.008417754985570236,-0.05247124611919755,0.1689999997615814,-0.1700000017881393,0.749280043941144,1.425667028892834,16.08028410335525
5091,-1.700751070343423,-0.3849370839468263,-1.2764878612875916,1.6349051911031165,-0.0026705075319547467,-0.0014970534427940806,0.1720000058412552,-0.1990000009536743,0.5678211964847105,0.5734638131292404,5.086235652687218
5092,-1.6963226460484713,-0.400404101981421,-1.2769272823030515,1.6387871948175943,0.006242038441120479,0.10390333979685588,0.1720000058412552,-0.1990000009536743,0.20472891241364702,0.4700293915483231,5.55860052257242
5093,-1.6939308661879442,-0.4081987985068191,-1.2766633400665746,1.639598318521422,0.010193468742783596,0.12829158665085608,0.1749999970197677,-0.2230000048875808,0.41326006031746526,2.0132173638860276,12.425587266602365
5094,-1.68738959829804,-0.4308049606303302,-1.2756754740872969,1.6445721330264136,0.03822889038402816,0.2775825502983796,0.1800000071525573,-0.2469999939203262,0.49030434850243787,2.763651344256326,14.71667441458479
5095,-1.6826102320695575,-0.4461291428201722,-1.2731242197836565,1.6533845527294195,0.046295489999533035,0.24897967857338457,0.1800000071525573,-0.2469999939203262,0.9681069119460096,0.8861732766776308,-3.1422286672328346
5096,-1.677802192618706,-0.4614012530442475,-1.2703292599837273,1.6634336718655955,0.03583150109732752,0.32700008867513625,0.1840000003576278,-0.2750000059604645,1.0812779238866417,-1.125917609536385,8.394939487970744
5097,-1.6729742388626825,-0.4767574791245382,-1.267248200026433,1.6675663362101374,0.04285422497288932,0.2887802076416431,0.1889999955892563,-0.296999990940094,0.28861883063227445,0.4904560796220929,-2.669216866199268
5098,-1.6679793525818154,-0.4921190169555577,-1.2639225839943795,1.6650561406476179,0.0501726619646925,0.26341927332270015,0.19200000166893,-0.31700000166893,-0.4121404088310579,1.201589094826806,-4.163924912709047
5099,-1.6628175764299171,-0.5073320459986366,-1.2598069604397781,1.6690619954791508,0.05139574294817484,0.599828226623446,0.1930000036954879,-0.3289999961853027,0.20356719109390883,0.062153815042917525,17.095433699495473
5100,-1.6523980202878046,-0.537182901485491,-1.252064344100142,1.6715572760306436,0.05904780751872185,0.5133523846361022,0.1930000036954879,-0.3289999961853027,0.1923742146303947,0.5899376369440171,-6.666874463019719
5102,-1.649532941519816,-0.5449231671642207,-1.249684487436737,1.6727266035493293,0.06457472721091412,0.5381921942767619,0.2010000050067901,-0.3810000121593475,0.16488328414810002,0.7793339808642691,3.5025853114010705
5103,-1.641434395041225,-0.5670833923049314,-1.241629897328314,1.6930744312872923,0.07681506645146108,0.38444056450301756,0.2010000050067901,-0.3810000121593475,1.5506477513140917,0.9328000395474125,-11.71695681916567
5104,-1.635503864710506,-0.5824018507906712,-1.2354689416154787,1.69896510788874,0.08395522588835314,0.5591093553463058,0.2039999961853027,-0.3970000147819519,0.8782827416759779,1.0645769969269683,26.04260849583374
5105,-1.6323287360754988,-0.5902249681247065,-1.2319714108229964,1.7033153038410762,0.08524174504021653,0.80809156774938,0.2039999961853027,-0.3970000147819519,0.24972028009524597,0.07385182793402496,14.292668307651525
5106,-1.6294059037061257,-0.5977007623903715,-1.228530790156869,1.7029395161611423,0.0896812996407591,4.421329061358766,0.209999993443489,-0.4199999868869781,-0.03784464555071241,0.4470965367733585,363.88018963320667
5107,-1.616883473104355,-0.6272062614005749,-1.212465104015849,1.7194971099040757,0.10000785852212024,0.7421816281892721,0.209999993443489,-0.4199999868869781,4.556914317817598,2.842033978538971,-1012.5601506998726
5108,-1.610189916083257,-0.6425348214454648,-1.203993749048017,1.7328303828565654,0.09171772930932043,0.887585744079427,0.209999993443489,-0.4320000112056732,1.4356476242030785,-0.892631865491822,15.65625141485382
5109,-1.6033656404582928,-0.6577675931071856,-1.1951327390324318,1.7381473974068036,0.09422708067892693,0.9256677063595656,0.2090000063180923,-0.4440000057220459,0.37620706277037935,0.17754995764986384,2.69450140460903
5110,-1.5963401791191127,-0.6729421683093902,-1.1861930243443977,1.7427782092133677,0.09886812295510439,0.7999888309650943,0.2090000063180923,-0.4440000057220459,0.7775228513135072,0.7792405682573855,-21.10174233555988
5111,-1.5893738526830776,-0.6876733440615838,-1.177502839387187,1.7522174859971753,0.09895045114437184,0.8542490331902072,0.2039999961853027,-0.4550000131130218,0.7229818287731151,0.00630575691331239,4.15594765709231
5112,-1.5820909079025285,-0.7028496123584996,-1.1687058612912244,1.7573485184109807,0.10158493965181858,1.0382232838976904,0.1930000036954879,-0.4639999866485595,0.7254822091571953,0.37249317257074455,26.012317808048486
5113,-1.5782773390769007,-0.7105256332098968,-1.1641696164016984,1.7587019482567023,0.10194545937926036,1.5928850754793193,0.1930000036954879,-0.4639999866485595,0.09954871209002679,0.026517277318309003,40.79699230221871
5114,-1.566961802887617,-0.7328631991192802,-1.150335996362407,1.7637291805336899,0.11961725479670793,1.0014093345441595,0.1800000071525573,-0.4690000116825104,0.7655249614000368,2.6909837778407537,-90.06734099419234
5115,-1.5589601064075649,-0.747737300682427,-1.140153566418109,1.7746315019409333,0.12202461967286415,1.0872760474914556,0.1620000004768371,-0.4720000028610229,1.0599355781206905,0.23404663891680794,8.348055485563552
5116,-1.550988689450983,-0.76244138144191,-1.1303651553770664,1.7829949649031014,0.1255188124116069,1.1387432274433105,0.1430000066757202,-0.4729999899864197,0.8640632862825336,0.36099922656439337,5.31728314527815
5117,-1.5425572398152618,-0.7772241504975117,-1.1187091785296692,1.7768182388633313,0.1298826624099183,1.0079467415182175,0.1430000066757202,-0.4729999899864197,-0.6767346177402879,0.4781122461104285,-14.330327965717272
5118,-1.533951658246217,-0.7919263614650885,-1.10692096261146,1.777659450884528,0.13084148093020087,1.1426371576664462,0.1280000060796737,-0.4760000109672546,0.08097129720158178,0.09229157146106413,12.96469551234922
5119,-1.5245244158416635,-0.8078298618062824,-1.0948774188221824,1.7746793236857195,0.12111798542974772,1.2646437205413614,0.1180000007152557,-0.4779999852180481,-0.2100483843992432,-0.685341391266797,8.59939180724437
5120,-1.5165740522008395,-0.8207713385141521,-1.0845707444242498,1.7769198933521113,0.12142786787930115,1.0221160141858117,0.1180000007152557,-0.4779999852180481,0.40106880329334393,0.05546990351081072,-43.41319906831593
5121,-1.5075523857773516,-0.835449084853003,-1.0740632649719277,1.7681223138603128,0.11277702230163755,0.9956789989492386,0.1089999973773956,-0.4779999852180481,-0.8744244844792165,-0.8598400493692375,-2.6276742871105028
5122,-1.4984023385514031,-0.849631278135444,-1.06283828579876,1.769008255441324,0.11573187618166314,1.1227844582077982,0.1040000021457672,-0.481000006198883,0.07338575937535363,0.24476128051399157,10.528606906333595
5123,-1.4891301167463842,-0.8637369478860384,-1.0518615051286677,1.7571750596862492,0.11427138197895492,1.159251619139579,0.1040000021457672,-0.481000006198883,-1.0738400763477225,-0.1325370794672268,3.3093257045438498
5124,-1.479727031749088,-0.8777841843422619,-1.0412798518698294,1.7539208345485222,0.12115581716917012,1.0336460063999837,0.1000000014901161,-0.4850000143051147,-0.46910691160123136,0.9924132454020828,-18.106448871330347
5125,-1.470443088405451,-0.8913047373398547,-1.0311422774503929,1.7416584560669892,0.12199348035352131,0.8192302240984605,0.1000000014901161,-0.4850000143051147,-1.1266700706635175,0.0769646802638239,-19.700569914787824
5126,-1.460801926082923,-0.904905937352628,-1.0204414036703648,1.741985561764003,0.12381193805388568,0.8378310166329019,0.1030000001192092,-0.4869999885559082,0.031155466404617426,0.1732005841204728,1.771648651174812
5127,-1.4558634607426642,-0.911777370761176,-1.0150636663483579,1.740064704364873,0.12381563070835022,1.0157680986249877,0.1059999987483024,-0.4959999918937683,-0.21597220049622878,0.00041518475590099347,20.006411285456707
5128,-1.4459710094214555,-0.9251794863498858,-1.003906782307263,1.7407928614507107,0.1290169311795072,2.4432743758901787,0.1059999987483024,-0.4959999918937683,0.04285096881368045,0.30608884897921157,84.00663559848306
5129,-1.430902505154566,-0.9448609504004792,-0.9873807797044661,1.7287733210114289,0.1387291998740645,1.1402964701756562,0.1129999980330467,-0.5049999952316284,-4.714993050525621,3.8099026856314406,-511.12867430058816
5130,-1.4206158558041129,-0.957719848516209,-0.9761903630238787,1.7257844705646876,0.13337452412531536,1.3160224227352693,0.1129999980330467,-0.5049999952316284,-0.21606356061802348,-0.387088724861142,12.703203348438041
5131,-1.4100744242285967,-0.9705679306486782,-0.9645539327025041,1.7232583217556054,0.13190043690465014,0.7985632228413132,0.1209999993443489,-0.5170000195503235,-0.40544477513941696,-0.23658976841338245,-83.0517696307261
5132,-1.3995604298622846,-0.9831823981722716,-0.9532498286370359,1.7171527474120172,0.13124647519697563,1.0858448800517595,0.1309999972581863,-0.5339999794960022,-0.6011308608770695,-0.06438650030162123,28.28462323032068
5133,-1.3888733805033835,-0.9958797638893822,-0.9419503659023932,1.7179703668850117,0.1211112675766044,1.748192879631079,0.1420000046491623,-0.5550000071525574,0.04286320844205406,-0.5313321553416286,34.7231949639928
5134,-1.3782582529853251,-1.008245503348871,-0.9313695939057638,1.7111132106142333,0.11886783796074707,1.1157053184712409,0.152999997138977,-0.5789999961853027,-6.331116465862821,-2.07132718288572,-583.9669178864858
5135,-1.3678945302827006,-1.0197080680305226,-0.9214099369511174,1.7070091938480167,0.11867445517864583,1.1801874871461122,0.152999997138977,-0.5789999961853027,-0.4168284629113585,-0.019641110747969093,6.549194310118839
5136,-1.3566853612195753,-1.0318260924574765,-0.9089565590614554,1.7032748099444555,0.12515132065230583,1.064860518220041,0.1650000065565109,-0.6019999980926514,-0.3718217836053695,0.6448827262488153,-11.48277209608775
5137,-1.3455610638326647,-1.0435818062096778,-0.8968022347581296,1.704149327658725,0.13364167192134024,1.3567891090158135,0.1739999949932098,-0.6200000047683716,0.08774044626921997,0.8518377583120638,29.289223553992237
5138,-1.334097828802194,-1.055297859030789,-0.8837120044637385,1.7005852606934808,0.1442579620741613,1.1577843871966012,0.1739999949932098,-0.6200000047683716,-0.23770896120895674,0.7080639417635367,-13.272816184608912
5139,-1.3224665483439548,-1.0666685060968464,-0.8701919247886332,1.7051808924713328,0.14755345542968235,1.5197437087480665,0.1829999983310699,-0.6380000114440918,0.7240700056360886,0.5192252138227531,57.028913686880706
5140,-1.3104943024128033,-1.077934842464119,-0.8555744422843315,1.708156508552277,0.15352062691549617,2.2481617789542674,0.1870000064373016,-0.6549999713897705,0.16618412957646622,0.3332584488146782,40.681163050636286
5141,-1.2985154303877582,-1.089004007186013,-0.8408325523055267,1.7176171883077005,0.16230975519735913,0.8151250530044616,0.1870000064373016,-0.6549999713897705,7.948300904263065,7.38410326492317,-1203.9522950958522
5142,-1.2863487094357358,-1.0994723023372583,-0.8257461038287416,1.7184794902421479,0.15802030503569864,1.1898683375250725,0.19200000166893,-0.6690000295639038,0.0720272062634179,-0.35829342276563225,31.301926589432224
5143,-1.2738598685867526,-1.110227032029204,-0.8103364180838548,1.7166922991226894,0.15661265325604956,9.978868061785018,0.1930000036954879,-0.6809999942779541,-0.07423483243656548,-0.0584698484977622,365.07003347977445
5144,-1.2550998260476725,-1.1262015998710908,-0.7878533782315383,1.7221729802725823,0.1662756006971159,1.648521134647153,0.1930000036954879,-0.6909999847412109,3.170837216774921,5.5904790904451795,-4819.505704273945
5145,-1.2485739806663996,-1.1315652046837088,-0.780073435060803,1.7228321585012596,0.16794598757388213,1.4612586792627607,0.1930000036954879,-0.6909999847412109,0.3523588987337418,0.8928930822512794,-100.0997752699133
5146,-1.2364179864377396,-1.1402075797937363,-0.7671107119188686,1.7208809310826934,0.17534574742649411,1.7973580161112437,0.19200000166893,-0.6959999799728394,-0.1597272607402211,0.6057435233570402,27.513054552534037
5147,-1.2230346463649018,-1.1501946143055972,-0.7509739078030842,1.7227141292108032,0.18931772166780614,1.6782478686117899,0.1809999942779541,-0.7080000042915344,0.24420025508507615,1.8612061737638748,-15.866658358732542
5148,-1.2095131277657756,-1.1597843474963954,-0.7339442999014679,1.7255548426324587,0.1914811288753847,1.1696875226512455,0.1809999942779541,-0.7080000042915344,0.2588961981851636,0.19716804127396448,-46.34904003804311
5149,-1.196126790496978,-1.1691179047184306,-0.7174164337380945,1.7310969561793783,0.18702069421174106,1.3583704823649219,0.1720000058412552,-0.7110000252723694,0.6074468417543061,-0.4888887472880721,20.68071449648175
5150,-1.189099326979982,-1.1739799082733011,-0.7086654324281947,1.733024605733204,0.18670026796144923,4.7727395002725626,0.1620000004768371,-0.7160000205039978,0.09902836711812707,-0.016461129194987656,175.40500964559794
5151,-1.1683064575985234,-1.1872264296780006,-0.6822701148067309,1.7288149084365858,0.1986354253928282,2.5409846811835104,0.1509999930858612,-0.7170000076293945,-0.5644567908254469,1.6003242482837754,-299.2445951171449
5152,-1.1543690975840484,-1.1950064034610524,-0.6646579834951262,1.731757703961721,0.20001711904427044,1.3882205743878686,0.1430000066757202,-0.718999981880188,0.9456077197333413,0.44397926119938597,-370.41739023557386
5153,-1.1400491947707203,-1.2031844857040177,-0.6457860291310819,1.738163240555363,0.1953902002180541,1.4901240243880267,0.1430000066757202,-0.718999981880188,0.6121805596574389,-0.44219710794160116,9.738967241876226
5154,-1.1327297569597936,-1.207462241272155,-0.6366884197551185,1.7409570193845134,0.2002314349464357,4.823506866602751,0.1369999945163726,-0.7200000286102295,0.1553045585691198,0.2691214546319196,185.3008353597842
5155,-1.1106461546410114,-1.219346122971615,-0.6090454343277091,1.7251846052706938,0.19407139465037349,2.0981041111999907,0.1369999945163726,-0.7200000286102295,-2.115893808023172,-0.8263789566741749,-365.61700529238067
5156,-1.0962964059247824,-1.2260649940087966,-0.5925680892828266,1.71996074162817,0.19797204341675756,1.8811578223041505,0.1330000013113021,-0.7200000286102295,-0.9216596450960072,0.6882014546483759,-38.276389529193274
5157,-1.081385140536134,-1.2332372462586978,-0.5744540422008535,1.7186047119015726,0.20171415143350402,1.923420174109854,0.1299999952316284,-0.722000002861023,-0.12550223873105937,0.3463367538804617,3.9114332537272447
5158,-1.06616148910655,-1.2402022419100678,-0.5564220555819732,1.7150448261094242,0.2077415433210661,1.7109499183956502,0.1299999952316284,-0.722000002861023,-0.47403468822142975,0.8026080051530385,-28.292556925829537
5159,-1.0510443553221502,-1.246697434711232,-0.5387448138097196,1.7091486701159562,0.20452399678879252,1.60453124304693,0.1280000060796737,-0.7229999899864197,-0.5304725753535471,-0.2894801625306232,-9.574405568727867
5160,-1.035777209391487,-1.252983766023423,-0.5209106467085022,1.7064013024365146,0.21065667389817921,1.819939060147794,0.1280000060796737,-0.7250000238418579,-0.2978311621353441,0.6648190426629348,23.351501504606443
5161,-1.0205839651548414,-1.2590482788005628,-0.5033367869086254,1.7042828103427814,0.21311771683184078,2.0309198826414483,0.1280000060796737,-0.7250000238418579,-0.16547782250940768,0.19223485750510233,16.479951565913787
5162,-1.0053051008235363,-1.2645484428548337,-0.4861168588430563,1.6976292182456314,0.22227112640685764,1.35511367896652,0.1400000005960464,-0.7350000143051147,-0.9635678492626236,1.3255894032633657,-97.86971017840398
5163,-0.9900786635864188,-1.2698218989753822,-0.46801407377738047,1.6935927039293641,0.216729868118947,1.7749039371222586,0.1400000005960464,-0.7350000143051147,-0.3853280060219667,-0.5289717413681327,40.07342237601185
5164,-0.9743596990566538,-1.27501634976632,-0.4496035145445595,1.6958094581395569,0.2070318290592355,2.539079727286843,0.1500000059604644,-0.7409999966621399,0.13108175371429073,-0.573467262040813,45.18746474471256
5165,-0.9588465704824704,-1.2801229188045982,-0.43175475293553506,1.6932084319711382,0.2033338948662775,1.6116969418325178,0.1620000004768371,-0.7459999918937683,-1.0349640724326779,-1.471430421731877,-369.0112294876741
5166,-0.9436853260161716,-1.284328171727747,-0.41611633851081314,1.685877759886911,0.21191520587419094,1.7265830674175655,0.1620000004768371,-0.7459999918937683,-0.6671143492265703,0.7809264475043637,10.455000854524048
5167,-0.9282462078792392,-1.2886790412499671,-0.3990955259566617,1.6826651762221783,0.21706017175426356,1.7762397549123183,0.1720000058412552,-0.75,-0.340610708875152,0.5454894435241997,5.264796591495655
5168,-0.9126572997769172,-1.2924144337543089,-0.3817375004829251,1.6800083176497043,0.22058326401032574,1.743778128351918,0.1720000058412552,-0.75,-0.2755587125811121,0.3654009951613563,-3.3667896800932513
5169,-0.8968415129585124,-1.2961536745179432,-0.3642971454210638,1.6814604846985899,0.22544607054450488,1.6125437988629823,0.1889999955892563,-0.7609999775886536,0.14435252406797686,0.4833868099415184,-13.045335741940873
5170,-0.8808471590690643,-1.2995763399467528,-0.3465975515074004,1.682495362672426,0.23307684853709382,1.5574109587113394,0.1889999955892563,-0.7609999775886536,0.10249597458632619,0.755764492989581,-5.4604449277321025
5171,-0.8647705410770041,-1.3026455998260351,-0.32826557826763614,1.6853127706492392,0.23441979669730095,1.9452593821183943,0.1930000036954879,-0.7670000195503235,0.27816097716954785,0.13258845563211055,38.29203911412238
5172,-0.8487894530708968,-1.3053247721095895,-0.30963913508996127,1.6904067125391573,0.2212320884699132,1.4132530231821172,0.1959999948740005,-0.7749999761581421,0.4455266514755046,-1.1534241289271003,-46.53037211313122
5173,-0.8326962795755668,-1.3078726771747928,-0.29055052365836087,1.6925136156096057,0.23152503894966536,1.9759735990313914,0.1959999948740005,-0.7749999761581421,0.24237282180249728,1.1840750945984437,64.73395751703494
5174,-0.8165303484228992,-1.3099785788459728,-0.27038995697472334,1.702273182281584,0.23616765542633963,4.5141423642005565,0.2000000029802322,-0.7789999842643738,0.44100487566898366,0.2097855950872348,114.69205942556769
5175,-0.8003580640665492,-1.3118405121001788,-0.2507773208598286,1.7108927310584443,0.22804555128934198,1.8042020212894503,0.1979999989271164,-0.7850000262260437,57.72727975662412,-54.3957682550156,-18149.1500714001
5176,-0.7843302530903868,-1.3134641938861589,-0.23283873418572842,1.7129435866697074,0.2279103732266275,1.77063080783186,0.1979999989271164,-0.7850000262260437,0.28030176469464274,-0.01847553251373843,-4.5883631804326415
5177,-0.7680860263714301,-1.31471631454118,-0.21425810149389854,1.7102338923795015,0.22530212621913082,2.074501462889333,0.1959999948740005,-0.7879999876022339,-0.24577585544915653,-0.2365743404365742,27.561806681510372
5178,-0.7516653663922652,-1.3157310892273102,-0.19411811577478966,1.7151987824929806,0.2204550194910277,2.1086064598669116,0.19200000166893,-0.7900000214576721,0.5599059780876385,-0.5466231822786483,3.846125745777308
5179,-0.7352552302498168,-1.316371493109686,-0.17397776590165923,1.7229404072940866,0.22080058657995882,1.5459030239917675,0.1840000003576278,-0.7910000085830688,0.6196508640919384,0.027659690408571677,-45.03959817553075
5180,-0.7187215085704697,-1.3168320082309877,-0.15459551806968092,1.7274418312440991,0.22792370037621412,2.0030172723284743,0.1840000003576278,-0.7910000085830688,0.588954955274846,0.9319702418341449,59.807675232165444
5181,-0.7021360289806043,-1.3168542847017053,-0.13456399284018097,1.727092231812454,0.23403420395128358,2.690923450843659,0.1749999970197677,-0.7929999828338623,-0.01963814698531722,0.3432470321728788,38.641946819585954
5182,-0.6856079510242457,-1.316632386149024,-0.11485946712855323,1.726758184786641,0.23601055172836352,1.3513920057863602,0.1679999977350235,-0.7940000295639038,-0.15243836279287906,0.9018826577309346,-611.2791451954902
5183,-0.6694435056416785,-1.3158648258466117,-0.09501078176709274,1.731492762768368,0.23618307122027443,2.197567138335522,0.1679999977350235,-0.7940000295639038,0.4434870331685895,0.01615986850921222,79.26106624995732
5184,-0.6529036587542347,-1.3149457053236215,-0.07415431555311082,1.7268837165401523,0.24379529204743777,3.6982320386458043,0.1589999943971634,-0.7960000038146973,-0.2228105447363838,0.3679900320310919,72.54515302059384
5186,-0.6203696155754953,-1.3121002280140537,-0.03307000494695578,1.7315680502113195,0.23269299382250913,2.0516324591945425,0.1509999930858612,-0.796999990940094,0.4650276441591986,-1.1021579483267039,-163.46280539723844
5187,-0.6040304736772935,-1.31017671790365,-0.01154431171588401,1.733549763134465,0.23117345049527882,2.123073049672602,0.1369999945163726,-0.8050000071525574,0.23124809480274758,-0.1773170550023467,8.3364751002445
5188,-0.595776190985972,-1.3091144417832647,-0.000962225514971477,1.7278073058990135,0.22600544936729325,2.1975925430891086,0.1369999945163726,-0.8050000071525574,-0.5776345320543448,-0.5198499163025292,7.495925688889686
5189,-0.571365776757863,-1.305466690436493,0.030653574004597273,1.7255007221926326,0.22669624127721394,1.6162920713980342,0.1330000013113021,-0.8080000281333923,-0.2217488137499586,0.06641089423688303,-55.88467900522798
5190,-0.555253366533433,-1.3025961441359917,0.05129775190834001,1.716148253054655,0.2284212802668263,1.7312151404183955,0.1309999972581863,-0.8130000233650208,-0.95409155779234,0.1759797453026047,11.723869742875562
5191,-0.5393918082760718,-1.299409938934836,0.07107741369002267,1.7074852489937704,0.2256555961608987,2.6650971448828473,0.1309999972581863,-0.8130000233650208,-0.526295668240851,-0.168021110741997,56.73529068478074
5192,-0.5233368450679082,-1.2959118115536217,0.09039948777829632,1.7077321731693156,0.2263011393963172,2.1722921319254405,0.1299999952316284,-0.8169999718666077,0.034831290804645525,0.09106076434269908,-69.51540762830835
5193,-0.5078522902562211,-1.2921333663894543,0.10879669615247545,1.7009137503290401,0.2307642953201718,1.6512896334917737,0.1299999952316284,-0.8169999718666077,-0.9660981012313162,0.6323817933475381,-73.82052070757221
5194,-0.4921350884461257,-1.287989771194235,0.1279476615486499,1.6988312646053327,0.2363686671414594,1.965580760236028,0.1280000060796737,-0.8230000138282776,-0.22734654616551844,0.6118335230307307,34.31140071806567
5195,-0.4842592983558359,-1.285784836077312,0.13764112758709882,1.6928350157761964,0.23845456933587802,3.157879356687779,0.1270000040531158,-0.8320000171661377,-0.4263744479715556,0.14832196294895952,84.7806137412415
5196,-0.4613399157442228,-1.2786957166179287,0.16706455846093843,1.686613140258538,0.24323415857129072,1.9074966415672663,0.1270000040531158,-0.8379999995231628,-1.0475500808085059,0.8047186215117905,-210.52149155806458
5197,-0.4462143709375678,-1.273455912312508,0.1877401807711741,1.6883438602630374,0.23677474635799034,1.9774193204146602,0.1299999952316284,-0.8460000157356262,0.15936372413620872,-0.5947790418821824,6.438440922698013
5198,-0.4310463512953152,-1.268002952019325,0.20765543653713509,1.6921208313562828,0.23764195486041295,2.1668281230138513,0.1299999952316284,-0.8460000157356262,0.3319304405960253,0.07621262995963737,16.64575813459387
5199,-0.4160756306221225,-1.262187306967631,0.22775229573913638,1.6811590778594239,0.23394849054003564,1.7576755995352047,0.1309999972581863,-0.8539999723434448,-1.4047675125225252,-0.47332378778759204,-52.43359767341158
5200,-0.4013022458560597,-1.2561434775585938,0.24801477498956295,1.6719403488886488,0.2379702698719134,1.9424019207728755,0.1340000033378601,-0.8629999756813049,-0.9109857068944075,0.397428267957416,18.254472917924964
5201,-0.3867433813687275,-1.2497755287616763,0.2686610124026398,1.6681847603034674,0.23552778631778337,2.3494014803942993,0.1340000033378601,-0.8629999756813049,-0.3498938637006126,-0.22755687647785,37.91859656893383
5202,-0.3795297504946572,-1.2465865392731517,0.27861780508373535,1.6691931755834724,0.23476001013027475,2.3688544584749733,0.1389999985694885,-0.871999979019165,0.10330826066366544,-0.07865571266443555,1.9928826646031998
5203,-0.3586534369063973,-1.2365423283613697,0.308062596738389,1.658177287002942,0.23521888364419752,1.3048002401230994,0.1430000066757202,-0.8809999823570251,-1.1693617933845748,0.04871047408066428,-112.95179139969797
5204,-0.3445274668452154,-1.2293996273400492,0.32879955751971324,1.6475746272710312,0.24060091189586807,1.9115164502545468,0.1430000066757202,-0.8809999823570251,-1.0214889256382562,0.518519163640355,58.452681244613586
5205,-0.3375175174344503,-1.2257357231925012,0.3390986466073052,1.6479388244360234,0.24161549996744103,11.5387047513993,0.1459999978542328,-0.890999972820282,0.016485453442768035,0.04592552063897756,435.776496301687
5206,-0.3173726830150408,-1.21454812434256,0.36826613493929244,1.6465696652461583,0.24225385543254385,2.170729808296896,0.1500000059604644,-0.9039999842643738,-3.8995607875257647,1.818127474616852,-26681.32969274921
5207,-0.3046977202016489,-1.206727384731893,0.3870865726865074,1.6449848170438506,0.25934679889407,2.7682847697664688,0.1509999930858612,-0.9169999957084656,-0.13724169913943843,1.4801825187663415,51.7459388993021
5208,-0.2917428144841013,-1.198475774449113,0.40871683182009044,1.6364909972241863,0.2609663074504317,2.218155925538256,0.1509999930858612,-0.9169999957084656,-1.1955168742136206,0.22794806673216197,-77.4313948529771
5209,-0.2789402856837849,-1.1898328656568873,0.4309287484487233,1.6401350524850589,0.252108086514803,2.0359925384772146,0.152999997138977,-0.9319999814033508,0.39687809153679293,-0.9647586459766835,-19.83961609499679
5210,-0.26629193276503,-1.180967757890167,0.45313012501789124,1.641392587915884,0.24771878289355387,2.1359324736465206,0.152999997138977,-0.9459999799728394,0.13262603873320802,-0.46291813162008016,10.54017039031835
5211,-0.2537410178633231,-1.1717757697513,0.4752556083912697,1.6350858721687909,0.2515118770434255,2.14350272456545,0.152999997138977,-0.9459999799728394,-0.6269963727706747,0.37709901142181107,0.7526135721782687
5212,-0.2416223631801946,-1.162395739332922,0.49753121432539343,1.6311871790119892,0.2500398500516724,2.2903157612645457,0.152999997138977,-0.9580000042915344,-0.3234450812568686,-0.12212294499997707,12.179967151778087
5213,-0.2353979577119564,-1.1575813665674082,0.508450731076917,1.627492688562263,0.24591846420329855,2.2551208398252554,0.1500000059604644,-0.9670000076293944,-0.4818570409774857,-0.5375352343300975,-4.590327389648045
5214,-0.2178832957849542,-1.1430143230182883,0.5411918586813225,1.6253709234492064,0.24796593699555436,2.3057809043176674,0.1459999978542328,-0.9729999899864196,-0.18560894767903263,0.1791099627538889,4.431669274759209
5215,-0.2070173831463582,-1.13305646736675,0.5629233143776209,1.6206492221530853,0.2537723497698793,3.1482655959143675,0.1430000066757202,-0.977999985218048,-0.2733102011828765,0.3360974665646978,48.7662488821444
5216,-0.1954065398830595,-1.12258170489419,0.5850467208470768,1.6201033001670766,0.2526739327297396,1.953853801236551,0.1430000066757202,-0.977999985218048,-0.3098486269693486,-0.6234279264246632,-677.9116139334982
5217,-0.1854634717135091,-1.112401453245881,0.6052562693723509,1.6057123552629307,0.25190921779457986,2.387681667908588,0.1400000005960464,-0.9810000061988832,-1.2248224574407198,-0.06508537364034502,36.92336516488417
5218,-0.1797559406502447,-1.1068669862847127,0.6165553389280332,1.6023643166821162,0.24788323782569932,2.323539556577894,0.1400000005960464,-0.9810000061988832,-0.41860774778179205,-0.50337126251924,-8.019735768868966
5219,-0.1638318378793528,-1.0901245478716952,0.6510145816280565,1.5921743802925663,0.2580471629839769,2.1900811690495097,0.1360000073909759,-0.984000027179718,-0.9152313856402176,0.9128951301103013,-11.98685647028925
5220,-0.1548161178587017,-1.079808724890916,0.671129234227314,1.5900368868394976,0.25656274975954185,1.962598400450005,0.1299999952316284,-0.9869999885559082,-0.21383650506633345,-0.14850185179829736,-22.757552838487435
5221,-0.1452115856012691,-1.0686041998189484,0.6927090118420022,1.5961526932616779,0.24903673829062067,2.0818976209156252,0.1299999952316284,-0.9869999885559082,0.6738818999112925,-0.8292680567909114,13.145214186921347
5222,-0.1354827034373122,-1.056976297023519,0.7138095652895418,1.585314373652441,0.2500757179121259,1.9714539863127432,0.1180000007152557,-0.99099999666214,-0.853517716170869,0.08181964969361771,-8.697436703335983
