,vx,vy,omega,throttle,steering,dvx,dvy,dr
0,3.8,3.1245424462917724,8.719993259425584,1.0,1.0,4.817381626032022,20.468612620750005,404.9977860318645
1,0.01,-2.6430163137599214,-7.747686309288358,-0.1,-1.0,-17.111876276916277,-18.887831724653832,-407.3897775552517
